Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
28,Travel_Rarely,544,Research & Development,27,1,Other,1,714,2,Female,38,4,1,Research Scientist,4,Divorced,5300,21191,3,Y,Yes,11,3,4,80,2,10,0,1,9,4,5,4,Yes
56,Travel_Rarely,462,Human Resources,6,1,Marketing,1,715,1,Female,31,2,4,Research Scientist,3,Single,13820,16821,4,Y,No,21,3,4,80,1,38,3,2,26,11,13,9,No
55,Travel_Frequently,222,Research & Development,5,5,Life Sciences,1,716,1,Female,85,4,4,Manager,2,Married,14443,9582,2,Y,Yes,14,3,1,80,1,2,5,4,2,2,2,2,No
51,Travel_Rarely,1311,Research & Development,23,5,Other,1,717,4,Male,59,1,1,Sales Representative,2,Single,4036,11012,0,Y,No,23,4,1,80,1,10,6,2,3,3,3,3,No
55,Travel_Rarely,841,Sales,28,4,Other,1,718,1,Male,51,2,4,Manager,4,Married,12535,2887,7,Y,No,17,3,3,80,1,28,1,3,28,9,14,1,Yes
51,Travel_Rarely,779,Research & Development,2,1,Technical Degree,1,719,4,Female,42,1,1,Research Scientist,3,Divorced,4787,13920,9,Y,No,22,3,4,80,3,26,3,1,22,0,5,8,No
35,Non-Travel,519,Research & Development,21,4,Life Sciences,1,720,3,Female,45,4,5,Manufacturing Director,1,Single,16905,8015,6,Y,No,16,3,2,80,2,9,0,3,9,9,6,9,No
47,Travel_Rarely,1375,Sales,15,3,Marketing,1,721,4,Female,74,4,2,Laboratory Technician,4,Married,6613,23808,8,Y,Yes,18,4,2,80,3,29,4,1,29,0,4,7,No
32,Travel_Rarely,1458,Sales,26,2,Marketing,1,722,1,Male,94,3,3,Manufacturing Director,2,Single,11140,16530,9,Y,No,14,4,2,80,2,14,5,4,14,9,8,5,Yes
44,Travel_Rarely,191,Research & Development,16,1,Life Sciences,1,723,3,Female,40,2,4,Healthcare Representative,3,Married,13104,22377,3,Y,No,19,3,3,80,2,5,0,2,5,5,2,4,No
51,Travel_Rarely,162,Research & Development,19,3,Life Sciences,1,724,4,Female,99,1,4,Sales Representative,2,Married,14124,21468,4,Y,No,20,3,1,80,2,10,2,3,10,1,5,1,No
55,Travel_Rarely,611,Research & Development,9,1,Human Resources,1,725,1,Female,49,3,5,Human Resources,4,Married,15942,19259,4,Y,No,18,3,3,80,0,26,2,4,20,1,8,11,No
50,Non-Travel,1262,Research & Development,29,5,Medical,1,726,3,Male,92,4,4,Research Scientist,4,Married,13686,14453,6,Y,Yes,24,3,1,80,2,30,3,3,7,7,7,7,No
41,Travel_Rarely,1308,Research & Development,22,4,Technical Degree,1,727,4,Female,41,4,1,Research Director,3,Married,3537,23653,8,Y,No,15,3,2,80,1,23,6,1,23,7,0,3,No
32,Non-Travel,1328,Sales,29,5,Life Sciences,1,728,1,Male,91,3,1,Laboratory Technician,4,Single,3591,9508,7,Y,No,24,3,2,80,3,2,6,3,2,2,2,2,No
47,Travel_Frequently,871,Research & Development,26,2,Life Sciences,1,729,1,Male,71,1,2,Human Resources,4,Married,7130,22380,6,Y,No,16,3,1,80,1,12,0,4,12,8,12,8,No
59,Travel_Rarely,1337,Sales,19,5,Medical,1,730,2,Female,98,4,2,Manufacturing Director,1,Single,8246,2556,0,Y,No,15,3,2,80,1,39,0,4,21,15,3,8,No
34,Travel_Rarely,355,Sales,7,1,Medical,1,731,2,Female,87,4,2,Laboratory Technician,2,Married,7171,23677,9,Y,Yes,16,3,3,80,3,16,1,2,6,6,6,6,No
22,Travel_Rarely,234,Research & Development,4,5,Other,1,732,4,Female,34,2,1,Manager,1,Divorced,3600,10900,5,Y,No,11,3,1,80,1,4,4,3,4,4,4,4,Yes
46,Travel_Rarely,974,Research & Development,3,1,Marketing,1,733,4,Male,56,3,2,Human Resources,1,Single,8404,2717,9,Y,Yes,14,3,2,80,0,2,5,1,2,2,2,2,Yes
21,Travel_Rarely,921,Research & Development,24,2,Technical Degree,1,734,4,Male,57,4,2,Sales Representative,3,Single,7006,5665,8,Y,No,19,3,4,80,1,3,0,3,3,3,3,3,No
27,Travel_Rarely,187,Research & Development,29,5,Other,1,735,1,Male,55,1,1,Manufacturing Director,4,Single,3678,15891,6,Y,No,14,3,2,80,1,9,5,2,9,7,0,9,No
34,Travel_Rarely,1087,Research & Development,20,4,Life Sciences,1,736,4,Female,78,2,5,Laboratory Technician,2,Divorced,15783,12336,0,Y,Yes,12,3,4,80,3,16,3,1,10,0,10,3,Yes
27,Non-Travel,1330,Sales,11,4,Medical,1,737,1,Male,50,3,4,Manufacturing Director,2,Divorced,14475,17014,8,Y,No,16,3,2,80,1,9,1,1,9,5,3,0,Yes
34,Travel_Rarely,1252,Sales,1,4,Human Resources,1,738,4,Female,30,1,3,Laboratory Technician,2,Married,9854,8547,2,Y,Yes,12,3,4,80,3,16,6,2,16,7,0,8,No
37,Non-Travel,922,Sales,6,5,Marketing,1,739,1,Female,87,4,1,Laboratory Technician,4,Married,5427,7196,8,Y,No,13,3,2,80,2,19,5,1,10,10,2,10,No
41,Travel_Rarely,1126,Research & Development,26,5,Other,1,740,1,Female,84,3,1,Human Resources,2,Single,4820,20403,3,Y,No,17,4,4,80,2,23,5,4,23,2,3,8,No
22,Travel_Frequently,1073,Research & Development,11,5,Human Resources,1,741,2,Male,55,3,3,Manufacturing Director,2,Married,11409,13971,8,Y,No,14,4,1,80,0,4,5,4,3,1,0,3,Yes
51,Travel_Rarely,1033,Research & Development,27,1,Marketing,1,742,3,Male,54,1,3,Human Resources,4,Married,11058,26866,7,Y,No,11,3,1,80,3,29,5,1,1,0,1,1,Yes
23,Travel_Rarely,220,Research & Development,1,2,Human Resources,1,743,1,Male,62,3,2,Healthcare Representative,3,Married,8473,20567,6,Y,No,19,3,4,80,3,5,5,3,5,5,5,5,No
19,Travel_Rarely,1161,Research & Development,21,4,Medical,1,744,4,Female,98,1,3,Sales Representative,2,Divorced,9987,22263,3,Y,Yes,16,3,2,80,3,1,6,1,1,1,0,1,Yes
30,Travel_Rarely,1464,Sales,7,1,Other,1,745,2,Male,35,4,4,Healthcare Representative,4,Married,13505,21320,8,Y,No,19,4,3,80,0,12,1,3,12,7,9,7,No
28,Travel_Rarely,1107,Sales,6,4,Other,1,746,4,Male,52,2,4,Sales Executive,1,Single,12778,17216,3,Y,Yes,13,3,3,80,0,10,3,2,10,6,10,9,Yes
40,Travel_Frequently,1024,Research & Development,14,1,Marketing,1,747,4,Female,59,1,4,Research Scientist,4,Married,13043,12606,0,Y,No,15,3,3,80,1,17,5,4,9,5,9,9,No
33,Travel_Rarely,744,Research & Development,2,5,Human Resources,1,748,1,Female,83,2,4,Healthcare Representative,1,Married,13149,8691,5,Y,No,19,3,3,80,3,15,5,4,12,12,12,12,No
48,Travel_Rarely,813,Human Resources,27,4,Medical,1,749,1,Male,40,3,4,Manager,4,Divorced,14116,9045,3,Y,No,16,3,4,80,0,13,3,2,13,11,9,2,No
28,Travel_Frequently,959,Sales,4,5,Life Sciences,1,750,3,Female,60,1,2,Sales Representative,2,Married,7430,12487,9,Y,Yes,12,3,1,80,2,10,0,2,10,7,10,3,No
33,Travel_Rarely,120,Research & Development,11,4,Other,1,751,1,Male,35,4,1,Research Scientist,3,Married,3854,21197,2,Y,Yes,11,3,1,80,2,3,0,4,3,3,3,3,Yes
25,Travel_Rarely,341,Research & Development,15,3,Life Sciences,1,752,1,Female,40,1,3,Human Resources,3,Married,10842,3237,4,Y,Yes,19,3,3,80,3,7,6,2,2,2,2,2,Yes
21,Travel_Rarely,554,Sales,18,1,Medical,1,753,3,Female,41,1,1,Manager,2,Married,3694,12309,2,Y,No,11,3,1,80,2,3,1,1,3,3,3,3,No
57,Travel_Rarely,1062,Research & Development,27,3,Other,1,754,4,Male,95,1,3,Research Scientist,1,Married,10303,23225,8,Y,Yes,24,4,4,80,1,36,1,1,3,3,3,3,Yes
21,Travel_Rarely,720,Research & Development,1,1,Other,1,755,3,Female,82,2,2,Research Scientist,4,Divorced,6592,21427,5,Y,No,15,4,3,80,1,3,4,3,3,3,3,3,No
42,Travel_Rarely,402,Human Resources,3,2,Human Resources,1,756,3,Female,65,2,2,Laboratory Technician,2,Single,6932,8472,2,Y,No,11,3,4,80,3,0,1,3,0,0,0,0,No
20,Travel_Rarely,902,Sales,3,4,Life Sciences,1,757,3,Female,46,3,5,Sales Executive,4,Single,16057,21471,4,Y,No,15,3,4,80,0,2,6,3,2,2,2,2,No
49,Travel_Rarely,1063,Research & Development,28,2,Human Resources,1,758,2,Male,57,3,5,Human Resources,2,Divorced,16550,5558,7,Y,No,15,3,2,80,0,12,3,1,12,1,0,5,No
20,Travel_Rarely,168,Research & Development,7,2,Technical Degree,1,759,4,Female,51,3,2,Manufacturing Director,2,Single,7938,7293,7,Y,No,17,4,4,80,0,2,5,4,2,2,1,2,Yes
44,Travel_Rarely,1252,Research & Development,1,1,Life Sciences,1,760,2,Female,36,3,2,Healthcare Representative,4,Single,6661,21237,5,Y,No,17,3,2,80,0,16,3,3,16,13,10,3,No
46,Travel_Rarely,295,Research & Development,25,3,Life Sciences,1,761,2,Male,44,1,3,Sales Representative,3,Married,11367,14811,4,Y,No,21,3,3,80,3,18,6,1,11,5,9,1,No
49,Travel_Rarely,239,Research & Development,11,5,Technical Degree,1,762,1,Male,40,2,2,Sales Executive,3,Single,6600,20229,4,Y,No,20,3,4,80,1,31,4,4,30,6,4,3,No
36,Non-Travel,382,Research & Development,6,1,Medical,1,763,3,Female,53,2,1,Laboratory Technician,1,Divorced,4198,8362,0,Y,Yes,11,3,1,80,3,4,2,2,4,4,1,1,No
38,Travel_Rarely,411,Research & Development,20,5,Medical,1,764,3,Female,96,2,3,Laboratory Technician,4,Married,11473,15311,1,Y,No,19,3,3,80,3,20,6,1,20,5,2,6,No
22,Travel_Rarely,845,Research & Development,3,2,Other,1,765,2,Female,59,2,2,Research Scientist,1,Married,7996,25040,3,Y,No,11,3,4,80,2,4,6,2,4,4,4,4,No
35,Travel_Rarely,376,Sales,19,5,Marketing,1,766,1,Male,99,3,3,Research Director,2,Single,11229,25950,5,Y,Yes,15,3,4,80,1,17,2,3,17,3,4,16,No
45,Travel_Rarely,160,Research & Development,2,3,Human Resources,1,767,1,Female,95,1,3,Healthcare Representative,1,Single,9657,5182,6,Y,Yes,17,3,1,80,0,2,3,4,2,2,0,2,Yes
59,Travel_Rarely,1442,Sales,18,1,Marketing,1,768,1,Male,90,2,4,Sales Executive,2,Married,12991,16298,0,Y,Yes,22,3,2,80,1,3,2,1,3,3,3,3,Yes
39,Travel_Rarely,151,Research & Development,12,3,Other,1,769,4,Male,70,4,5,Research Scientist,4,Married,17492,18847,7,Y,No,18,3,4,80,2,21,6,3,21,3,2,16,No
38,Travel_Rarely,252,Research & Development,29,3,Marketing,1,770,2,Female,80,1,3,Sales Executive,4,Divorced,10418,22244,0,Y,No,12,4,4,80,3,20,6,3,20,6,0,4,No
23,Non-Travel,1434,Research & Development,10,1,Life Sciences,1,771,4,Female,73,4,3,Manager,4,Single,10532,7760,8,Y,Yes,24,4,1,80,1,5,2,4,5,1,2,5,Yes
18,Travel_Rarely,643,Research & Development,5,3,Life Sciences,1,772,1,Male,42,1,4,Human Resources,4,Married,13735,9260,3,Y,No,11,3,3,80,2,0,6,2,0,0,0,0,No
22,Travel_Rarely,666,Human Resources,9,4,Technical Degree,1,773,1,Female,41,1,2,Sales Representative,1,Single,7962,2450,6,Y,No,14,4,4,80,3,2,4,3,2,2,2,1,No
58,Travel_Rarely,721,Sales,2,4,Technical Degree,1,774,1,Female,38,1,3,Healthcare Representative,2,Married,11420,15707,5,Y,No,22,3,2,80,0,38,6,4,1,1,1,1,Yes
29,Travel_Rarely,1300,Research & Development,2,4,Other,1,775,3,Male,77,4,4,Laboratory Technician,3,Married,13323,3915,8,Y,No,14,3,2,80,1,11,6,4,7,5,4,3,No
43,Non-Travel,1485,Research & Development,28,5,Other,1,776,2,Female,78,2,1,Research Director,4,Single,4178,11115,1,Y,Yes,20,3,1,80,0,23,5,1,12,3,11,7,No
51,Travel_Rarely,413,Sales,6,3,Other,1,777,3,Male,82,2,4,Manufacturing Director,4,Married,14378,22006,6,Y,No,22,3,2,80,0,0,1,3,0,0,0,0,No
31,Non-Travel,906,Sales,29,1,Life Sciences,1,778,4,Female,85,4,5,Human Resources,2,Single,16285,9076,4,Y,No,16,3,4,80,2,13,1,2,0,0,0,0,Yes
43,Travel_Rarely,947,Research & Development,10,1,Marketing,1,779,3,Male,69,2,5,Healthcare Representative,3,Married,17333,16814,6,Y,No,11,3,2,80,2,11,2,2,11,11,10,0,No
44,Non-Travel,196,Research & Development,18,5,Human Resources,1,780,2,Male,53,3,2,Manager,4,Married,7491,2315,0,Y,No,24,3,4,80,3,16,0,3,6,6,1,0,No
26,Travel_Rarely,980,Research & Development,12,1,Other,1,781,3,Female,62,2,2,Healthcare Representative,3,Single,6610,23150,9,Y,Yes,11,3,1,80,0,8,4,2,8,8,4,3,No
43,Travel_Rarely,1336,Human Resources,4,4,Other,1,782,1,Male,52,3,5,Sales Representative,4,Divorced,16340,6793,8,Y,No,13,3,2,80,2,20,5,4,20,17,8,16,No
39,Travel_Rarely,928,Sales,22,3,Life Sciences,1,783,4,Male,83,3,5,Sales Representative,1,Married,15702,19760,0,Y,No,15,4,4,80,2,2,5,4,2,2,2,2,No
47,Travel_Rarely,236,Research & Development,21,1,Human Resources,1,784,4,Female,82,3,3,Sales Executive,1,Divorced,11283,21199,4,Y,No,22,3,3,80,0,27,2,3,11,8,11,11,No
34,Travel_Frequently,1129,Research & Development,17,1,Life Sciences,1,785,1,Female,78,4,5,Research Scientist,3,Single,16588,3262,7,Y,No,16,3,4,80,3,16,0,2,16,14,11,5,No
43,Travel_Rarely,1110,Research & Development,15,2,Human Resources,1,786,1,Female,78,2,2,Sales Representative,2,Divorced,8238,11319,0,Y,Yes,15,3,4,80,0,5,0,4,5,5,5,5,No
53,Travel_Rarely,208,Research & Development,6,2,Life Sciences,1,787,1,Male,89,2,5,Research Director,2,Single,16684,15194,6,Y,No,23,3,1,80,3,29,5,3,0,0,0,0,Yes
18,Non-Travel,646,Research & Development,16,2,Marketing,1,788,2,Male,94,4,2,Manufacturing Director,1,Married,6913,21309,1,Y,Yes,23,3,4,80,3,0,4,4,0,0,0,0,Yes
25,Travel_Rarely,1162,Research & Development,17,3,Other,1,789,3,Male,61,4,1,Manager,2,Divorced,5168,5468,6,Y,No,23,3,1,80,2,7,1,3,7,7,4,2,Yes
52,Travel_Rarely,761,Research & Development,3,4,Medical,1,790,4,Female,50,2,5,Laboratory Technician,2,Single,16189,15874,6,Y,No,15,3,4,80,0,34,5,1,27,8,0,3,No
32,Non-Travel,524,Sales,10,4,Medical,1,791,3,Male,47,4,2,Sales Representative,2,Single,8228,14651,8,Y,Yes,19,3,4,80,0,13,6,1,13,2,4,13,No
39,Travel_Rarely,729,Research & Development,5,4,Other,1,792,1,Male,89,4,4,Laboratory Technician,3,Divorced,12765,22405,5,Y,Yes,12,3,4,80,2,21,5,3,21,11,7,12,No
31,Travel_Rarely,360,Research & Development,14,3,Other,1,793,1,Female,42,3,3,Sales Representative,3,Married,10071,16482,3,Y,No,22,3,1,80,1,13,6,1,5,5,5,5,No
43,Travel_Rarely,186,Research & Development,26,3,Other,1,794,3,Male,53,4,2,Research Director,2,Married,6704,6409,6,Y,No,22,3,4,80,1,25,3,1,20,0,9,10,No
45,Non-Travel,564,Sales,29,2,Other,1,795,4,Female,59,3,5,Laboratory Technician,1,Single,17190,2547,6,Y,No,11,3,1,80,0,12,0,2,3,3,2,3,Yes
40,Travel_Rarely,175,Research & Development,21,1,Human Resources,1,796,2,Female,31,1,5,Research Scientist,2,Married,16083,6891,3,Y,No,16,3,3,80,2,22,3,1,22,8,3,0,Yes
31,Travel_Rarely,570,Sales,13,5,Marketing,1,797,3,Female,54,3,1,Manager,4,Single,4679,21907,1,Y,No,19,3,1,80,3,13,3,2,9,9,6,9,No
41,Non-Travel,513,Research & Development,26,5,Medical,1,798,1,Male,79,3,4,Manufacturing Director,1,Divorced,12672,25426,8,Y,No,17,3,3,80,3,23,4,1,23,7,6,4,Yes
19,Travel_Rarely,924,Research & Development,6,1,Technical Degree,1,799,1,Male,43,4,2,Research Director,3,Married,6807,11721,7,Y,No,18,4,1,80,0,1,5,1,1,1,0,1,Yes
43,Travel_Rarely,994,Research & Development,12,2,Medical,1,800,2,Male,35,2,4,Research Scientist,4,Married,12949,23989,4,Y,No,15,3,1,80,2,25,1,4,25,13,10,11,No
31,Travel_Frequently,825,Sales,26,1,Medical,1,801,3,Female,59,1,1,Manufacturing Director,2,Single,3561,16436,4,Y,Yes,20,3,4,80,0,11,6,3,8,8,5,8,No
24,Travel_Rarely,556,Research & Development,8,1,Life Sciences,1,802,2,Female,59,1,3,Research Scientist,2,Divorced,10896,18490,0,Y,Yes,14,3,2,80,0,6,6,1,6,6,6,6,Yes
20,Travel_Rarely,1408,Research & Development,5,5,Other,1,803,2,Female,67,1,4,Research Scientist,1,Married,13983,21368,8,Y,No,16,3,2,80,2,2,4,3,2,2,2,2,No
40,Travel_Rarely,1362,Research & Development,15,2,Other,1,804,4,Male,87,2,1,Research Scientist,1,Divorced,3974,7468,9,Y,No,13,3,4,80,0,22,0,3,19,7,13,0,No
35,Travel_Rarely,752,Research & Development,27,3,Other,1,805,4,Male,70,1,2,Sales Executive,2,Single,7904,24236,7,Y,No,11,3,3,80,3,13,1,4,7,7,7,7,No
55,Non-Travel,771,Research & Development,16,5,Life Sciences,1,806,1,Male,86,1,3,Manufacturing Director,2,Married,11240,16923,4,Y,Yes,21,3,4,80,1,34,5,3,26,7,4,5,No
52,Travel_Rarely,1495,Research & Development,1,3,Marketing,1,807,3,Male,65,2,5,Research Scientist,1,Married,17095,3250,9,Y,Yes,14,3,2,80,3,15,2,3,15,9,7,3,No
32,Travel_Rarely,594,Sales,16,2,Marketing,1,808,4,Male,93,1,1,Human Resources,4,Single,3585,25123,5,Y,Yes,19,3,1,80,1,14,1,1,8,8,8,8,No
42,Travel_Rarely,1168,Sales,5,1,Technical Degree,1,809,1,Female,45,4,5,Human Resources,3,Married,17459,15264,9,Y,Yes,14,3,4,80,2,16,6,4,16,10,9,7,No
54,Non-Travel,1370,Research & Development,3,4,Marketing,1,810,3,Male,43,4,3,Sales Representative,1,Single,10666,24516,9,Y,No,11,3,3,80,0,17,4,3,17,11,10,12,No
45,Travel_Rarely,696,Research & Development,20,4,Marketing,1,811,1,Female,60,3,1,Manager,4,Married,5386,3611,7,Y,No,24,3,4,80,1,16,4,1,16,9,8,7,No
27,Travel_Rarely,549,Research & Development,15,2,Other,1,812,4,Female,95,3,1,Laboratory Technician,2,Married,4530,9928,5,Y,No,14,3,2,80,2,9,3,4,9,9,9,9,No
56,Travel_Rarely,584,Sales,13,4,Human Resources,1,813,1,Male,97,3,3,Sales Representative,3,Married,9794,3790,9,Y,No,17,4,1,80,2,20,5,1,20,2,9,4,No
34,Travel_Rarely,745,Sales,24,3,Medical,1,814,3,Female,94,4,2,Sales Executive,4,Married,8214,25601,3,Y,No,13,3,2,80,2,16,2,4,3,3,3,2,No
56,Travel_Rarely,719,Research & Development,16,4,Marketing,1,815,3,Male,84,4,1,Human Resources,3,Married,4238,2867,2,Y,Yes,20,3,2,80,3,33,5,4,0,0,0,0,No
39,Travel_Rarely,1141,Sales,23,2,Marketing,1,816,1,Male,69,4,3,Manufacturing Director,3,Single,11042,21153,6,Y,No,16,3,2,80,3,21,1,2,19,16,0,14,No
43,Travel_Rarely,761,Research & Development,11,2,Life Sciences,1,817,3,Female,54,3,4,Manager,3,Married,14175,14445,1,Y,No,24,3,2,80,1,25,2,2,25,7,13,3,No
42,Travel_Rarely,857,Sales,21,3,Technical Degree,1,818,1,Male,54,3,5,Manager,4,Divorced,16025,2327,6,Y,Yes,11,3,1,80,1,24,5,2,23,13,13,2,No
34,Travel_Rarely,388,Research & Development,2,4,Human Resources,1,819,3,Male,32,3,1,Laboratory Technician,4,Married,3533,5816,0,Y,No,21,3,2,80,3,16,3,3,16,4,1,1,No
30,Travel_Frequently,820,Research & Development,22,4,Life Sciences,1,820,1,Female,98,3,4,Manufacturing Director,2,Single,14413,5148,9,Y,No,14,4,3,80,1,12,2,1,12,12,4,3,No
37,Travel_Rarely,737,Sales,27,1,Other,1,821,1,Female,55,3,1,Laboratory Technician,3,Married,5458,17070,4,Y,Yes,13,3,3,80,1,19,2,4,4,4,4,4,Yes
42,Travel_Rarely,334,Research & Development,6,5,Medical,1,822,1,Female,69,3,2,Manager,1,Married,7251,25160,8,Y,Yes,24,3,2,80,0,20,1,1,20,10,9,3,Yes
21,Travel_Frequently,515,Sales,26,2,Technical Degree,1,823,2,Female,67,4,3,Sales Executive,1,Married,10852,13573,0,Y,No,11,3,3,80,1,3,2,3,3,3,3,3,Yes
27,Travel_Rarely,1037,Research & Development,26,1,Life Sciences,1,824,3,Female,67,2,1,Research Director,1,Married,5355,12566,7,Y,Yes,13,3,2,80,2,9,3,2,9,7,9,6,Yes
20,Travel_Rarely,598,Research & Development,27,2,Marketing,1,825,4,Female,97,2,3,Research Director,4,Single,11132,20939,8,Y,Yes,14,3,1,80,0,2,0,2,2,2,2,2,No
58,Travel_Frequently,1073,Research & Development,6,1,Marketing,1,826,1,Male,36,3,1,Human Resources,2,Divorced,4279,15157,8,Y,No,15,3,1,80,1,32,0,1,7,0,3,7,Yes
35,Travel_Rarely,733,Research & Development,14,5,Technical Degree,1,827,2,Male,59,2,2,Manager,4,Married,7137,11322,7,Y,No,16,3,3,80,0,17,4,1,11,11,11,3,No
53,Travel_Rarely,1119,Research & Development,25,1,Marketing,1,828,4,Male,48,2,2,Sales Executive,3,Single,7557,22720,3,Y,No,12,3,3,80,2,25,0,4,25,1,8,6,No
39,Travel_Rarely,214,Sales,11,2,Life Sciences,1,829,1,Female,64,4,4,Laboratory Technician,1,Single,13294,4482,6,Y,No,12,3,2,80,1,21,1,1,21,11,14,12,Yes
51,Travel_Rarely,1031,Sales,8,4,Life Sciences,1,830,4,Male,62,3,2,Sales Executive,4,Married,6905,5099,0,Y,No,16,3,4,80,0,15,4,4,2,2,2,2,Yes
25,Travel_Rarely,773,Research & Development,8,2,Marketing,1,831,2,Female,62,3,3,Healthcare Representative,1,Married,10541,13512,6,Y,No,15,3,2,80,1,7,0,4,7,6,7,7,No
57,Travel_Frequently,1357,Research & Development,1,3,Marketing,1,832,4,Male,67,2,2,Laboratory Technician,4,Married,7953,15675,5,Y,No,11,3,2,80,0,4,0,2,4,0,3,4,No
36,Travel_Rarely,1134,Research & Development,21,3,Other,1,833,1,Female,39,3,1,Research Scientist,1,Divorced,3927,11748,4,Y,No,13,3,1,80,0,18,4,1,16,16,2,15,Yes
59,Non-Travel,305,Research & Development,7,3,Medical,1,834,4,Male,86,3,2,Laboratory Technician,3,Single,7413,13735,0,Y,Yes,21,3,4,80,2,12,1,2,12,7,10,8,No
58,Travel_Frequently,346,Research & Development,6,3,Technical Degree,1,835,4,Female,57,3,3,Human Resources,1,Divorced,9792,24170,7,Y,No,15,4,4,80,2,29,4,4,21,9,4,9,No
54,Travel_Rarely,857,Research & Development,21,5,Life Sciences,1,836,1,Female,67,3,1,Research Director,3,Married,5426,15850,9,Y,No,23,3,2,80,1,6,6,2,6,0,6,5,Yes
23,Travel_Rarely,1250,Research & Development,8,4,Technical Degree,1,837,2,Female,45,2,4,Laboratory Technician,3,Married,13079,8732,0,Y,No,22,3,1,80,3,5,6,2,5,5,3,2,No
43,Travel_Rarely,246,Research & Development,19,4,Other,1,838,2,Female,50,1,4,Research Scientist,4,Divorced,14272,9985,0,Y,No,22,3,3,80,1,25,1,4,6,6,1,6,No
51,Travel_Rarely,217,Research & Development,22,2,Life Sciences,1,839,4,Male,35,2,4,Healthcare Representative,4,Married,13603,14700,2,Y,No,12,3,1,80,0,33,1,3,2,2,2,2,No
23,Travel_Rarely,511,Sales,21,1,Other,1,840,3,Male,70,4,1,Sales Executive,4,Married,4609,8054,7,Y,No,11,3,3,80,2,4,5,3,4,4,4,4,No
54,Travel_Frequently,462,Sales,24,2,Other,1,841,4,Female,44,1,4,Manufacturing Director,3,Divorced,14095,18952,7,Y,Yes,19,3,1,80,2,4,3,1,4,4,4,4,Yes
50,Travel_Rarely,236,Sales,20,2,Human Resources,1,842,3,Female,32,1,2,Research Director,2,Married,6547,3654,6,Y,No,15,3,4,80,0,23,0,2,14,13,1,7,No
39,Travel_Rarely,1298,Sales,8,2,Marketing,1,843,4,Female,72,1,1,Sales Executive,2,Married,5214,13428,4,Y,No,12,3,1,80,3,6,5,1,6,6,0,6,No
38,Non-Travel,1412,Sales,26,2,Human Resources,1,844,2,Male,76,2,1,Healthcare Representative,3,Divorced,5391,25516,7,Y,No,20,3,2,80,2,6,0,2,6,6,1,6,Yes
23,Travel_Frequently,1057,Research & Development,14,4,Technical Degree,1,845,4,Female,43,4,1,Manufacturing Director,3,Married,3583,13311,1,Y,Yes,14,4,3,80,3,5,5,1,5,5,5,5,Yes
23,Travel_Frequently,118,Research & Development,18,1,Technical Degree,1,846,4,Female,95,2,5,Manager,4,Married,16106,5733,7,Y,No,13,3,1,80,2,5,2,1,5,5,5,5,No
21,Travel_Rarely,294,Research & Development,25,2,Marketing,1,847,3,Male,58,4,3,Sales Representative,4,Married,9807,21613,1,Y,No,17,4,1,80,0,3,6,4,3,3,3,0,No
47,Non-Travel,429,Research & Development,29,4,Human Resources,1,848,2,Female,33,2,5,Human Resources,4,Married,15751,8811,9,Y,Yes,11,4,3,80,1,29,4,3,18,7,11,14,No
28,Non-Travel,274,Sales,16,2,Technical Degree,1,849,3,Female,55,2,5,Sales Executive,2,Single,17004,10342,4,Y,No,20,3,1,80,1,3,5,3,3,3,3,3,No
47,Travel_Rarely,1101,Sales,9,3,Human Resources,1,850,4,Male,41,2,5,Manufacturing Director,2,Married,17368,12464,3,Y,Yes,22,3,3,80,3,29,6,3,23,2,1,13,No
48,Non-Travel,548,Sales,15,2,Marketing,1,851,1,Female,31,1,3,Manager,3,Single,9679,17746,0,Y,No,22,3,4,80,1,19,3,4,19,12,5,7,No
41,Travel_Rarely,1045,Research & Development,26,2,Life Sciences,1,852,4,Female,46,2,5,Sales Representative,2,Married,17119,14543,4,Y,No,14,3,3,80,0,23,0,3,11,8,10,11,No
26,Travel_Frequently,1477,Sales,10,5,Other,1,853,4,Male,64,4,4,Sales Representative,4,Divorced,13833,12300,6,Y,Yes,17,3,3,80,1,8,2,4,8,8,8,3,Yes
20,Travel_Rarely,240,Sales,29,3,Other,1,854,3,Female,39,4,1,Research Director,4,Married,5460,3795,0,Y,Yes,21,3,4,80,3,2,3,2,2,2,2,2,No
48,Non-Travel,857,Research & Development,22,1,Human Resources,1,855,1,Male,72,4,1,Research Director,4,Single,3925,18192,1,Y,No,20,3,1,80,0,21,1,4,0,0,0,0,Yes
57,Travel_Rarely,1029,Research & Development,16,2,Technical Degree,1,856,1,Female,50,1,2,Research Director,4,Single,8009,24923,8,Y,No,23,3,1,80,0,39,0,1,14,11,6,8,No
54,Non-Travel,192,Sales,4,1,Human Resources,1,857,3,Female,44,2,4,Research Director,4,Married,14185,15708,4,Y,No,15,3,4,80,2,29,6,1,0,0,0,0,No
